split,sample_id,subset,y,n_raters,support,top_votes,second_votes,top_margin,margin_rate,peak,entropy,Hnorm,unique_top,in_S_amb,in_S_easy
train,mnli::124037n,mnli,0,100,3,69,27,42,0.42,0.69,0.738308969550018,0.6720377854548656,1,0,0
train,mnli::124207c,mnli,1,100,2,80,20,60,0.6,0.8,0.5004024235381879,0.4554859150035952,1,0,1
train,mnli::124534n,mnli,1,100,3,47,41,6,0.06,0.47,0.9748474678610376,0.8873444052249615,1,1,0
train,mnli::124590c,mnli,2,100,3,87,9,78,0.78,0.87,0.46662813635354816,0.42474323395677605,1,0,1
train,mnli::124590e,mnli,0,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
train,mnli::124839c,mnli,2,100,3,51,48,3,0.03,0.51,0.7417626280628975,0.6751814409086622,1,0,0
train,mnli::124839e,mnli,2,100,3,74,19,55,0.55,0.74,0.7245049005415101,0.6594727803562578,1,0,0
train,mnli::124839n,mnli,1,100,3,71,16,55,0.55,0.71,0.8016098612603927,0.7296567401701062,1,0,0
train,mnli::124853e,mnli,0,100,2,84,16,68,0.68,0.84,0.439669879401343,0.40020477099739327,1,0,1
train,mnli::125013e,mnli,0,100,2,74,26,48,0.48,0.74,0.5730569171314204,0.5216188850628637,1,0,0
train,mnli::125021c,mnli,1,100,3,48,48,0,0.0,0.48,0.8333654410717204,0.758561914578656,0,0,0
train,mnli::125083e,mnli,0,100,2,81,19,62,0.62,0.81,0.4862229646617922,0.4425792153219578,1,0,1
train,mnli::125225e,mnli,0,100,3,67,18,49,0.49,0.67,0.8615516844095028,0.7842181389159548,1,0,0
train,mnli::125238c,mnli,1,100,3,49,39,10,0.1,0.49,0.9712003999487622,0.8840247009490364,1,1,0
train,mnli::125600n,mnli,0,100,2,69,31,38,0.38,0.69,0.6191006644255871,0.5635297099909076,1,0,0
train,mnli::12562n,mnli,0,100,3,65,30,35,0.35,0.65,0.7909873504355756,0.7199877141320894,1,0,0
train,mnli::125641n,mnli,0,100,2,97,3,94,0.94,0.97,0.13474216817976675,0.12264760695797414,1,0,1
train,mnli::125700e,mnli,0,100,3,57,36,21,0.21,0.57,0.8743504350443263,0.7958680637955863,1,1,0
train,mnli::125700n,mnli,2,100,3,54,42,12,0.12,0.54,0.8258457867195729,0.751717230216656,1,1,0
train,mnli::126286c,mnli,1,100,3,51,43,8,0.08,0.51,0.8751174953967701,0.7965662722175708,1,1,0
train,mnli::126286e,mnli,2,100,3,57,32,25,0.25,0.57,0.9278269944186646,0.8445445258431481,1,1,0
train,mnli::126583n,mnli,1,100,3,54,41,13,0.13,0.54,0.848082357872912,0.771957829546104,1,1,0
train,mnli::126988n,mnli,1,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
train,mnli::127073c,mnli,2,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
train,mnli::127410n,mnli,2,100,3,77,12,65,0.65,0.77,0.698482733178374,0.6357863828604826,1,0,0
train,mnli::127490e,mnli,0,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
train,mnli::127809n,mnli,0,100,3,92,5,87,0.87,0.92,0.33169443082122596,0.3019212821871417,1,0,1
train,mnli::127858c,mnli,2,100,3,57,39,18,0.18,0.57,0.81639014688704,0.7431103359282294,1,1,0
train,mnli::127903c,mnli,2,100,3,53,25,28,0.28,0.53,1.0161671758495872,0.9249552242689056,1,1,0
train,mnli::128087c,mnli,1,100,2,52,48,4,0.04,0.52,0.6923469670899615,0.6302013678814029,1,0,0
train,mnli::12815e,mnli,0,100,3,68,30,38,0.38,0.68,0.7016827883584933,0.6386991986127977,1,0,0
train,mnli::128176e,mnli,0,100,3,55,39,16,0.16,0.55,0.8648423239659869,0.7872134081209566,1,1,0
train,mnli::128360n,mnli,1,100,3,64,28,36,0.36,0.64,0.8441124264544574,0.7683442422420084,1,0,0
train,mnli::128497c,mnli,1,100,3,53,44,9,0.09,0.53,0.8029136642213885,0.7308435127689968,1,1,0
train,mnli::12870c,mnli,2,100,3,89,6,83,0.83,0.89,0.4223063531510986,0.38439980829185605,1,0,1
train,mnli::128996n,mnli,1,100,3,52,40,12,0.12,0.52,0.9086163473457878,0.8270582413085317,1,1,0
train,mnli::129081e,mnli,0,100,3,63,20,43,0.43,0.63,0.9142025851610709,0.8321430540972685,1,0,0
train,mnli::129081n,mnli,1,100,3,67,19,48,0.48,0.67,0.8591146988083842,0.7819998990270919,1,0,0
train,mnli::129201n,mnli,1,100,3,69,29,40,0.4,0.69,0.6932579635087062,0.631030592557061,1,0,0
train,mnli::129360e,mnli,1,100,3,66,33,33,0.33,0.66,0.686150560966712,0.6245611559639105,1,0,0
train,mnli::129464n,mnli,1,100,3,62,34,28,0.28,0.62,0.791932514445844,0.7208480394898317,1,0,0
train,mnli::129601e,mnli,0,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
train,mnli::129980c,mnli,1,100,3,63,28,35,0.35,0.63,0.864227833552109,0.7866540748418588,1,0,0
train,mnli::130067e,mnli,0,100,3,70,26,44,0.44,0.7,0.7286666422231591,0.6632609608859827,1,0,0
train,mnli::130178e,mnli,0,100,3,76,22,54,0.54,0.76,0.6199205640204514,0.5642760147640484,1,0,0
train,mnli::13017n,mnli,1,100,3,68,24,44,0.44,0.68,0.806816703850445,0.7343962125424431,1,0,0
train,mnli::130315e,mnli,1,100,3,60,36,24,0.24,0.6,0.8030448563658358,0.7309629290050981,1,1,0
train,mnli::130315n,mnli,1,100,3,73,18,55,0.55,0.73,0.7551176655681965,0.6873377199190579,1,0,0
train,mnli::130482c,mnli,1,100,3,54,45,9,0.09,0.54,0.7381206804467393,0.6718663973271148,1,0,0
train,mnli::130629n,mnli,0,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
train,mnli::130680e,mnli,0,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
train,mnli::130869c,mnli,0,100,3,68,22,46,0.46,0.68,0.8256170974301047,0.7515090682546727,1,0,0
train,mnli::130869n,mnli,0,100,3,77,21,56,0.56,0.77,0.6072273556276371,0.5527221585731599,1,0,0
train,mnli::130928n,mnli,0,100,3,51,45,6,0.06,0.51,0.8314892184572458,0.7568541031570768,1,1,0
train,mnli::131059e,mnli,0,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
train,mnli::131206n,mnli,1,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
train,mnli::131216n,mnli,2,100,3,44,34,10,0.1,0.44,1.061134828955732,0.9658865460554669,1,1,0
train,mnli::131235c,mnli,2,100,3,51,32,19,0.19,0.51,1.009257355913216,0.9186656351138925,1,1,0
train,mnli::131235n,mnli,1,100,3,87,12,75,0.75,0.87,0.4216413247840435,0.3837944733853429,1,0,1
train,mnli::13133n,mnli,0,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
train,mnli::13137n,mnli,1,100,3,57,23,34,0.34,0.57,0.9803208389478952,0.8923264822901045,1,1,0
train,mnli::131461c,mnli,2,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
train,mnli::131623c,mnli,2,100,3,57,40,17,0.17,0.57,0.7921208130167801,0.7210194362354155,1,1,0
train,mnli::131623n,mnli,1,100,3,67,28,39,0.39,0.67,0.7745369725253819,0.7050139348653955,1,0,0
train,mnli::131681n,mnli,0,100,3,74,24,50,0.5,0.74,0.6435661541222999,0.5857991584114902,1,0,0
train,mnli::131910n,mnli,0,100,3,52,46,6,0.06,0.52,0.7754854663295665,0.7058772911321769,1,1,0
train,mnli::132019n,mnli,0,100,3,75,20,55,0.55,0.75,0.6874357505033553,0.6257309858938136,1,0,0
train,mnli::132084e,mnli,0,100,3,82,11,71,0.71,0.82,0.5916782127897111,0.5385687188216559,1,0,0
train,mnli::13221c,mnli,2,100,3,52,33,19,0.19,0.52,0.9904684268764791,0.9015632148783465,1,1,0
train,mnli::132344c,mnli,2,100,2,61,39,22,0.22,0.61,0.6687480868518094,0.6087207413841681,1,0,0
train,mnli::132516e,mnli,0,100,3,62,33,29,0.29,0.62,0.812027476354491,0.7391392620766544,1,0,0
train,mnli::132525n,mnli,1,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
train,mnli::132539c,mnli,1,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
train,mnli::132539e,mnli,0,100,3,50,36,14,0.14,0.5,0.9896238392836826,0.9007944381210607,1,1,0
train,mnli::13263n,mnli,2,100,3,67,29,38,0.38,0.67,0.756058565855271,0.6881941642686976,1,0,0
train,mnli::132716c,mnli,2,100,3,72,21,51,0.51,0.72,0.7504071579407408,0.6830500310992228,1,0,0
train,mnli::132716n,mnli,0,100,3,58,29,29,0.29,0.58,0.940154032705091,0.8557650796395844,1,1,0
train,mnli::132752c,mnli,2,100,3,52,43,9,0.09,0.52,0.8527355069558122,0.7761933083687026,1,1,0
train,mnli::132934n,mnli,1,100,2,57,43,14,0.14,0.57,0.683314913574166,0.621980038474333,1,0,0
train,mnli::133005c,mnli,1,100,3,50,44,6,0.06,0.5,0.8766096761963001,0.7979245137145226,1,1,0
train,mnli::133075n,mnli,1,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
train,mnli::133274n,mnli,2,100,3,47,36,11,0.11,0.47,1.0238877268506075,0.9319827726412074,1,1,0
train,mnli::133433e,mnli,1,100,3,43,38,5,0.05,0.43,1.0461279895022093,0.9522267321171792,1,1,0
train,mnli::133456n,mnli,0,100,2,61,39,22,0.22,0.61,0.6687480868518094,0.6087207413841681,1,0,0
train,mnli::133597n,mnli,1,100,3,52,32,20,0.2,0.52,0.9978737678714718,0.9083038467385366,1,1,0
train,mnli::133841c,mnli,1,100,3,57,42,15,0.15,0.57,0.730809723643383,0.6652116776605257,1,0,0
train,mnli::133842n,mnli,0,100,3,72,23,49,0.49,0.72,0.7243350150111221,0.6593181438824623,1,0,0
train,mnli::13387e,mnli,0,100,3,70,28,42,0.42,0.7,0.6843433100932841,0.6229161253265608,1,0,0
train,mnli::133966e,mnli,0,100,3,65,28,37,0.37,0.65,0.8225874872729982,0.7487513982482873,1,0,0
train,mnli::134217e,mnli,0,100,3,50,42,8,0.08,0.5,0.9129821202606168,0.8310321390701539,1,1,0
train,mnli::134217n,mnli,1,100,3,52,31,21,0.21,0.52,1.004341150445797,0.9141907120512904,1,1,0
train,mnli::134356n,mnli,0,100,3,74,24,50,0.5,0.74,0.6435661541222999,0.5857991584114902,1,0,0
train,mnli::134446n,mnli,0,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
train,mnli::134514n,mnli,0,100,3,90,8,82,0.82,0.9,0.3751232157452671,0.3414518657897441,1,0,1
train,mnli::134533c,mnli,1,100,3,59,40,19,0.19,0.59,0.7238713124381424,0.6588960636110485,1,0,0
train,mnli::134616e,mnli,0,100,3,43,35,8,0.08,0.43,1.0634529749797352,0.9679966134995636,1,1,0
train,mnli::134655c,mnli,2,100,3,77,15,62,0.62,0.77,0.6878771576610364,0.6261327720036488,1,0,0
train,mnli::134769n,mnli,2,100,3,61,38,23,0.23,0.61,0.7152543881463449,0.6510526011077807,1,0,0
train,mnli::134827e,mnli,0,100,3,79,18,61,0.61,0.79,0.6000810974577914,0.5462173540633638,1,0,0
train,mnli::135021n,mnli,1,100,3,50,28,22,0.22,0.5,1.0361120806861317,0.9431098590224678,1,1,0
train,mnli::135247c,mnli,2,100,3,57,38,19,0.19,0.57,0.8378763270046662,0.7626678999016624,1,1,0
train,mnli::135251n,mnli,0,100,3,72,26,46,0.46,0.72,0.6650025367997473,0.6053113948014869,1,0,0
train,mnli::13531e,mnli,0,100,3,53,26,27,0.27,0.53,1.0144606599979626,0.9234018865998965,1,1,0
train,mnli::135401n,mnli,0,100,3,58,31,27,0.27,0.58,0.9218087264729522,0.8390664622826098,1,1,0
train,mnli::135449e,mnli,0,100,3,46,39,7,0.07,0.46,1.008998571447214,0.9184300793416957,1,1,0
train,mnli::135779c,mnli,1,100,3,55,44,11,0.11,0.55,0.7360934951861975,0.67002117378333,1,0,0
train,mnli::135779e,mnli,0,100,3,73,23,50,0.5,0.73,0.6965193498412658,0.6339992343301414,1,0,0
train,mnli::135876n,mnli,0,100,3,65,29,36,0.36,0.65,0.8077971017061665,0.7352886091284216,1,0,0
train,mnli::135898c,mnli,2,100,3,44,44,0,0.0,0.44,0.9768945101654615,0.8892077034290127,0,0,0
train,mnli::13607n,mnli,0,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
train,mnli::136083e,mnli,0,100,2,55,45,10,0.1,0.55,0.6881388137135884,0.626370941606566,1,0,0
train,mnli::136097c,mnli,2,100,3,63,34,29,0.29,0.63,0.7630743613318876,0.6945802165175051,1,0,0
train,mnli::136097n,mnli,0,100,3,61,28,33,0.33,0.61,0.9007513859854936,0.8198992449624876,1,0,0
train,mnli::136360e,mnli,0,100,3,86,13,73,0.73,0.86,0.4409880947400749,0.4014046623078482,1,0,1
train,mnli::136360n,mnli,0,100,3,57,42,15,0.15,0.57,0.7308097236433831,0.6652116776605258,1,0,0
train,mnli::1364n,mnli,0,100,3,49,40,9,0.09,0.49,0.9588579782604891,0.8727901445768004,1,1,0
train,mnli::136752e,mnli,0,100,3,83,9,74,0.74,0.83,0.5734269462222685,0.5219557000563467,1,0,0
train,mnli::136752n,mnli,1,100,3,54,43,11,0.11,0.54,0.800844382435108,0.7289599713161798,1,1,0
train,mnli::136770c,mnli,1,100,3,61,38,23,0.23,0.61,0.7152543881463449,0.6510526011077807,1,0,0
train,mnli::136860c,mnli,2,100,3,63,23,40,0.4,0.63,0.9043636125515853,0.8231872352784078,1,0,0
train,mnli::136860n,mnli,1,100,3,64,29,35,0.35,0.64,0.8307555115079519,0.7561862543109807,1,0,0
train,mnli::137040e,mnli,0,100,3,94,5,89,0.89,0.94,0.2540011950325827,0.23120185132875057,1,0,1
train,mnli::13714e,mnli,0,100,3,69,27,42,0.42,0.69,0.738308969550018,0.6720377854548656,1,0,0
train,mnli::137399c,mnli,1,100,3,66,20,46,0.46,0.66,0.8713835753937162,0.7931675117617046,1,0,0
train,mnli::137399e,mnli,1,100,3,74,25,49,0.49,0.74,0.6154430607999556,0.5602004156954052,1,0,0
train,mnli::137499n,mnli,1,100,3,66,28,38,0.38,0.66,0.7994752252479101,0.7277137107369743,1,0,0
train,mnli::13760c,mnli,2,100,3,57,41,16,0.16,0.57,0.7642034723624327,0.6956079776687244,1,0,0
train,mnli::13760n,mnli,1,100,3,62,35,27,0.27,0.62,0.7690166770787965,0.699989145407344,1,0,0
train,mnli::13765c,mnli,1,100,3,60,31,29,0.29,0.6,0.8862772033041759,0.8067242761125893,1,1,0
train,mnli::137708c,mnli,2,100,3,51,38,13,0.13,0.51,0.9538878925948379,0.8682661776442289,1,1,0
train,mnli::137715c,mnli,1,100,3,56,42,14,0.14,0.56,0.7672890558861942,0.6984165968290856,1,0,0
train,mnli::137715n,mnli,0,100,3,81,16,65,0.65,0.81,0.5690938064850076,0.5180115062930364,1,0,0
train,mnli::138227e,mnli,0,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,mnli::138227n,mnli,1,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
train,mnli::138272n,mnli,1,100,3,53,44,9,0.09,0.53,0.8029136642213885,0.7308435127689968,1,1,0
train,mnli::138285n,mnli,0,100,3,77,22,55,0.55,0.77,0.5804106714219254,0.5283125606810567,1,0,0
train,mnli::138337e,mnli,0,100,3,36,32,4,0.04,0.36,1.097032390352067,0.9985619145786561,1,1,0
train,mnli::138359n,mnli,1,100,3,68,20,48,0.48,0.68,0.8385696937829806,0.7632990295417241,1,0,0
train,mnli::138448c,mnli,2,100,3,60,35,25,0.25,0.6,0.8237197315118312,0.7497820113685953,1,1,0
train,mnli::138500e,mnli,0,100,3,74,25,49,0.49,0.74,0.6154430607999556,0.5602004156954052,1,0,0
train,mnli::138530e,mnli,0,100,3,43,36,7,0.07,0.43,1.058437606473741,0.9634314283494189,1,1,0
train,mnli::138563c,mnli,1,100,3,40,34,6,0.06,0.4,1.0835507260874366,0.9862903749247763,1,1,0
train,mnli::13884c,mnli,1,100,3,42,32,10,0.1,0.42,1.079208357527579,0.9823377807251229,1,1,0
train,mnli::13884n,mnli,1,100,3,61,34,27,0.27,0.61,0.8181026548511716,0.7446691278530929,1,0,0
train,mnli::138966n,mnli,1,100,3,66,25,41,0.41,0.66,0.8375288880733405,0.7623516473575124,1,0,0
train,mnli::139028e,mnli,0,100,3,58,39,19,0.19,0.58,0.7883658292205629,0.7176015026887504,1,1,0
train,mnli::139409e,mnli,0,100,3,78,21,57,0.57,0.78,0.567587589248291,0.5166404882803554,1,0,0
train,mnli::139409n,mnli,0,100,3,64,32,32,0.32,0.64,0.7789977492971932,0.7090743088643241,1,0,0
train,mnli::139481e,mnli,0,100,3,74,23,51,0.51,0.74,0.666039978693258,0.6062557151083064,1,0,0
train,mnli::139595e,mnli,1,100,3,53,40,13,0.13,0.53,0.8891499797260203,0.8093391899010808,1,1,0
train,mnli::139595n,mnli,1,100,3,75,15,60,0.6,0.75,0.7305880613711224,0.6650099119652508,1,0,0
train,mnli::139635n,mnli,0,100,3,77,19,58,0.58,0.77,0.6455448306743354,0.5876002274259597,1,0,0
train,mnli::139705c,mnli,1,100,3,52,45,7,0.07,0.52,0.804566963269062,0.732348410415534,1,1,0
train,mnli::139705n,mnli,0,100,3,79,18,61,0.61,0.79,0.6000810974577914,0.5462173540633638,1,0,0
train,mnli::139802n,mnli,1,100,3,66,33,33,0.33,0.66,0.686150560966712,0.6245611559639105,1,0,0
train,mnli::140005c,mnli,2,100,3,85,10,75,0.75,0.85,0.5181862130502128,0.4716734178155153,1,0,1
train,mnli::140278n,mnli,1,100,3,58,30,28,0.28,0.58,0.9315652273979615,0.8479472121391743,1,1,0
train,mnli::140440c,mnli,1,100,2,53,47,6,0.06,0.53,0.6913460990017393,0.629290338486824,1,0,0
train,mnli::140615e,mnli,1,100,3,59,26,33,0.33,0.59,0.9461104640328,0.861186857084774,1,1,0
train,mnli::140782n,mnli,0,100,3,84,13,71,0.71,0.84,0.5168822898296649,0.47048653575166294,1,0,1
train,mnli::1408c,mnli,2,100,3,56,43,13,0.13,0.56,0.7336571894281759,0.6678035527143219,1,0,0
train,mnli::140900n,mnli,1,100,3,92,6,86,0.86,0.92,0.3237561833380921,0.2946955779373215,1,0,1
train,mnli::141041n,mnli,0,100,3,51,48,3,0.03,0.51,0.7417626280628976,0.6751814409086623,1,0,0
train,mnli::141110n,mnli,0,100,3,54,43,11,0.11,0.54,0.800844382435108,0.7289599713161798,1,1,0
train,mnli::14126e,mnli,1,100,3,68,20,48,0.48,0.68,0.8385696937829805,0.763299029541724,1,0,0
train,mnli::141293e,mnli,0,100,3,64,31,33,0.33,0.64,0.7984770836258009,0.7268051630788016,1,0,0
train,mnli::141321n,mnli,2,100,3,63,25,38,0.38,0.63,0.8920875541698154,0.8120130853909596,1,0,0
train,mnli::141525e,mnli,0,100,3,62,33,29,0.29,0.62,0.812027476354491,0.7391392620766544,1,0,0
train,mnli::141525n,mnli,1,100,3,77,12,65,0.65,0.77,0.698482733178374,0.6357863828604826,1,0,0
train,mnli::141642n,mnli,0,100,3,82,16,66,0.66,0.82,0.53418326406184,0.48623456115664887,1,0,1
train,mnli::14191e,mnli,0,100,3,69,23,46,0.46,0.69,0.7961177048178912,0.7246575639373701,1,0,0
train,mnli::14191n,mnli,0,100,3,94,5,89,0.89,0.94,0.2540011950325827,0.23120185132875057,1,0,1
train,mnli::142095n,mnli,1,100,3,84,9,75,0.75,0.84,0.5493201525655762,0.5000127508418264,1,0,1
train,mnli::142120n,mnli,0,100,3,80,13,67,0.67,0.8,0.6298917513451143,0.573352180603001,1,0,0
train,mnli::142238n,mnli,0,100,3,73,26,47,0.47,0.73,0.6260296940641805,0.5698367845704152,1,0,0
train,mnli::142298n,mnli,1,100,3,61,34,27,0.27,0.61,0.8181026548511716,0.7446691278530929,1,0,0
train,mnli::142430c,mnli,2,100,3,46,40,6,0.06,0.46,0.998975335811397,0.909306537088251,1,1,0
train,mnli::142604e,mnli,0,100,2,81,19,62,0.62,0.81,0.4862229646617922,0.4425792153219578,1,0,1
train,mnli::142630n,mnli,1,100,3,51,47,4,0.04,0.51,0.7765067968837588,0.7068069462659552,1,1,0
train,mnli::142643c,mnli,2,100,3,61,20,41,0.41,0.61,0.9389472680899495,0.8546666351495774,1,0,0
train,mnli::142729c,mnli,2,100,3,79,12,67,0.67,0.79,0.6573673726043245,0.5983615688490763,1,0,0
train,mnli::14280n,mnli,1,100,3,64,30,34,0.34,0.64,0.8156202299855715,0.7424095273632698,1,0,0
train,mnli::142816c,mnli,1,100,3,62,34,28,0.28,0.62,0.791932514445844,0.7208480394898317,1,0,0
train,mnli::142816n,mnli,1,100,3,46,37,9,0.09,0.46,1.0263092474351878,0.9341869356653768,1,1,0
train,mnli::142950e,mnli,0,100,3,69,23,46,0.46,0.69,0.7961177048178912,0.7246575639373701,1,0,0
train,mnli::142964n,mnli,1,100,3,82,14,68,0.68,0.82,0.566740602640472,0.5158695278454909,1,0,0
train,mnli::143024c,mnli,2,100,2,84,16,68,0.68,0.84,0.439669879401343,0.40020477099739327,1,0,1
train,mnli::143751e,mnli,0,100,3,50,45,5,0.05,0.5,0.8556886672556694,0.7788813907161496,1,1,0
train,mnli::143760n,mnli,1,100,3,58,38,20,0.2,0.58,0.812378724730346,0.7394589821266465,1,1,0
train,mnli::143789n,mnli,0,100,3,88,7,81,0.81,0.88,0.44842818319169275,0.40817692266608413,1,0,1
train,mnli::143834n,mnli,0,100,3,56,39,17,0.17,0.56,0.8417123015641407,0.7661595544180386,1,1,0
train,mnli::14388c,mnli,1,100,3,52,32,20,0.2,0.52,0.9978737678714718,0.9083038467385366,1,1,0
train,mnli::144173n,mnli,1,100,3,62,23,39,0.39,0.62,0.9189756674310987,0.8364877008113649,1,0,0
train,mnli::144207n,mnli,0,100,3,42,31,11,0.11,0.42,1.0809369590975124,0.983911221681285,1,1,0
train,mnli::144235n,mnli,1,100,2,59,41,18,0.18,0.59,0.6768585467349507,0.6161032001157866,1,0,0
train,mnli::144272e,mnli,0,100,3,85,14,71,0.71,0.85,0.4594485918251862,0.41820813089774694,1,0,1
train,mnli::144418c,mnli,2,100,3,79,20,59,0.59,0.79,0.5541599278283462,0.5044181041340579,1,0,0
train,mnli::144418e,mnli,0,100,3,76,22,54,0.54,0.76,0.6199205640204514,0.5642760147640484,1,0,0
train,mnli::14459n,mnli,1,100,3,62,34,28,0.28,0.62,0.791932514445844,0.7208480394898317,1,0,0
train,mnli::144753n,mnli,0,100,3,49,45,4,0.04,0.49,0.8776745513635571,0.7988938048632206,1,1,0
train,mnli::145047e,mnli,1,100,3,65,34,31,0.31,0.65,0.6928558821864323,0.6306646023652333,1,0,0
train,mnli::145053c,mnli,1,100,3,66,30,36,0.36,0.66,0.7641870673072082,0.695593045143944,1,0,0
train,mnli::145250n,mnli,0,100,3,57,40,17,0.17,0.57,0.79212081301678,0.7210194362354154,1,1,0
train,mnli::145410n,mnli,1,100,3,91,8,83,0.83,0.91,0.3339327117233709,0.30395865326448374,1,0,1
train,mnli::14545e,mnli,0,100,3,78,14,64,0.64,0.78,0.6711139516896868,0.6108742443645012,1,0,0
train,mnli::145485n,mnli,1,100,3,73,14,59,0.59,0.73,0.7702233513336298,0.701087507647854,1,0,0
train,mnli::145495c,mnli,2,100,3,52,36,16,0.16,0.52,0.9622678365069895,0.8758939313100021,1,1,0
train,mnli::145495n,mnli,0,100,3,86,13,73,0.73,0.86,0.4409880947400749,0.4014046623078482,1,0,1
train,mnli::145540n,mnli,0,100,3,54,40,14,0.14,0.54,0.8680614510441254,0.7901435838629749,1,1,0
train,mnli::14556n,mnli,0,100,3,80,17,63,0.63,0.8,0.584944241099386,0.5324391936381274,1,0,0
train,mnli::146129e,mnli,0,100,3,85,13,72,0.72,0.85,0.4816102578901237,0.43838054867745785,1,0,1
train,mnli::14937e,mnli,0,100,3,95,3,92,0.92,0.95,0.23216582669633543,0.2113264425412527,1,0,1
train,mnli::15100e,mnli,0,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
train,mnli::15110n,mnli,1,100,3,47,33,14,0.14,0.47,1.0426068631896273,0.949021664825559,1,1,0
train,mnli::15197n,mnli,1,100,3,77,17,60,0.6,0.77,0.6712881745175148,0.6110328288165641,1,0,0
train,mnli::15488c,mnli,1,100,3,63,31,32,0.32,0.63,0.8229537068173471,0.7490847456431111,1,0,0
train,mnli::15684n,mnli,0,100,2,79,21,58,0.58,0.79,0.5139566706172256,0.4678235223823276,1,0,0
train,mnli::15727c,mnli,2,100,3,71,21,50,0.5,0.71,0.7729624380324518,0.7035807318062536,1,0,0
train,mnli::15791e,mnli,0,100,3,61,25,36,0.36,0.61,0.9233501464791851,0.8404695232369904,1,0,0
train,mnli::16086n,mnli,1,100,3,52,38,14,0.14,0.52,0.937982202330318,0.8537881944388863,1,1,0
train,mnli::16195n,mnli,1,100,3,61,25,36,0.36,0.61,0.9233501464791851,0.8404695232369904,1,0,0
train,mnli::16253n,mnli,1,100,3,68,29,39,0.39,0.68,0.726430787112218,0.66122579785895,1,0,0
train,mnli::16469n,mnli,1,100,3,73,24,49,0.49,0.73,0.6774435060062156,0.616635652990471,1,0,0
train,mnli::16494c,mnli,2,100,3,84,8,76,0.76,0.84,0.5505734282909343,0.5011535315688265,1,0,1
train,mnli::16521n,mnli,1,100,3,50,49,1,0.01,0.5,0.7421667371998113,0.6755492768969195,1,0,0
train,mnli::1682n,mnli,1,100,3,49,48,1,0.01,0.49,0.8070433860180533,0.734602547543377,1,1,0
train,mnli::16835n,mnli,1,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
